CiteKey,Lat,Lon,Class,FishFamily,FishSp,SppGrouped,HighlyMigratory,HabitatZone,Lifestage,HabitatType,HabitatSpecies,HabitatFunction,MicroHabitat,ObsType,DepthZone,AreaOfStudy,FisheryImpact,FishStock,FishStockReason,NotesFishery,,Notes
olsen2010cod,69.47,12.83,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,69.6,7.4,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,69.74,15.73,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,69.83,34.63,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.44,32.52,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.62,18.19,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.68,16.94,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.88,48.51,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.97,20.74,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,71.49,29.09,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,71.56,21.59,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,71.85,23.82,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,71.85,50.36,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,72.09,29.29,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,72.46,43.76,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,72.99,31.9,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,74.39,52.91,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,75.63,41.74,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,76.68,55.63,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,78.44,37.97,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,78.61,43.3,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,80.11,30.23,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,63.98,-3.1,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.57,-2.28,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,62.62,-1.4,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,75.7,1.05,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,67.96,2.92,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,73.16,3.8,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,61.9,4.3,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,59.63,4.74,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,63.41,6.76,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,69.6,7.4,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,65.47,9.31,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,77.29,11.6,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,68.15,11.91,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,69.47,12.83,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,75.27,13.44,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,68.99,13.53,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,69.74,15.73,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.68,16.94,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.62,18.19,actinopterygii,clupeidae,clupea harengus,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,68.16,11.98,actinopterygii,gadidae,pollachius virens,,,benthopelagic,spawning,,,physiochem,temp between 6 to 10 degrees celcius,catch-survey,<200,>100ha,,,,,,
olsen2010cod,64.95,9.6,actinopterygii,gadidae,pollachius virens,,,benthopelagic,spawning,,,physiochem,temp between 6 to 10 degrees celcius,catch-survey,<200,>100ha,,,,,,
olsen2010cod,62.92,5.16,actinopterygii,gadidae,pollachius virens,,,benthopelagic,spawning,,,physiochem,temp between 6 to 10 degrees celcius,catch-survey,<200,>100ha,,,,,,
olsen2010cod,68.16,11.98,actinopterygii,gadidae,pollachius virens,,,epipelagic,eggs,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,64.95,9.6,actinopterygii,gadidae,pollachius virens,,,epipelagic,eggs,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,62.92,5.16,actinopterygii,gadidae,pollachius virens,,,epipelagic,eggs,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,68.16,11.98,actinopterygii,gadidae,pollachius virens,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,64.95,9.6,actinopterygii,gadidae,pollachius virens,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,62.92,5.16,actinopterygii,gadidae,pollachius virens,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,66.4,10.56,actinopterygii,gadidae,pollachius virens,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,66.44,6.72,actinopterygii,gadidae,pollachius virens,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,64.9,2.37,actinopterygii,gadidae,pollachius virens,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,62.62,-3.8,actinopterygii,gadidae,pollachius virens,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,62.31,1.45,actinopterygii,gadidae,pollachius virens,,,epipelagic,larvae,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,68.16,11.98,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,juvenile,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,64.95,9.6,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,juvenile,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,62.92,5.16,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,juvenile,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,66.4,10.56,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,juvenile,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.48,16.72,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,juvenile,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.53,18.87,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,juvenile,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,71.14,21.55,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,juvenile,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,71.85,25.46,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,juvenile,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,71.89,28.27,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,juvenile,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.66,31.57,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,juvenile,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,69.91,33.77,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,juvenile,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,69.3,36.97,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,juvenile,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,74.13,25.68,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,juvenile,,,food; shelter ,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,68.16,11.98,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,64.95,9.6,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,62.92,5.16,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,66.4,10.56,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.48,16.72,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.53,18.87,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,71.14,21.55,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,71.85,25.46,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,71.89,28.27,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.66,31.57,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.91,33.77,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.3,36.97,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,74.13,25.68,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,73.91,21.51,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,72.77,18.65,actinopterygii,gadidae,pollachius virens,,,neritic; benthopelagic,adult,,,food; shelter ,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,68.07,12.06,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,spawning,,,physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,69.74,16.32,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,spawning,,,physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,69.34,14.43,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,spawning,,,physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.26,18.21,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,spawning,,,physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,68.07,12.06,actinopterygii,gadidae,gadus morhua,,,epipelagic,eggs,,,physiochem,planktonic,catch-survey,<50,>100ha,,,,,,
olsen2010cod,69.74,16.32,actinopterygii,gadidae,gadus morhua,,,epipelagic,eggs,,,physiochem,planktonic,catch-survey,<50,>100ha,,,,,,
olsen2010cod,69.34,14.43,actinopterygii,gadidae,gadus morhua,,,epipelagic,eggs,,,physiochem,planktonic,catch-survey,<50,>100ha,,,,,,
olsen2010cod,70.26,18.21,actinopterygii,gadidae,gadus morhua,,,epipelagic,eggs,,,physiochem,planktonic,catch-survey,<50,>100ha,,,,,,
olsen2010cod,72.07,15.79,actinopterygii,gadidae,gadus morhua,,,epipelagic,eggs,,,physiochem,planktonic,catch-survey,<50,>100ha,,,,,,
olsen2010cod,71.58,22.82,actinopterygii,gadidae,gadus morhua,,,epipelagic,eggs,,,physiochem,planktonic,catch-survey,<50,>100ha,,,,,,
olsen2010cod,69.47,12.83,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,69.74,15.2,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.62,18.19,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.97,20.74,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,71.85,23.82,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,71.49,29.09,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.44,32.52,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,69.83,34.63,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,75.19,20.3,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,76.94,26.72,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,78.09,32.43,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,78.44,37.97,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,78.61,43.3,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,75.63,41.74,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,72.46,43.76,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,70.88,48.51,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,72.99,31.9,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,76.68,55.63,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,74.39,52.91,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,71.85,50.36,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,80.11,30.23,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,77.29,11.6,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,75.27,13.44,actinopterygii,gadidae,gadus morhua,,,epipelagic,larvae,,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
olsen2010cod,68.07,12.06,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.74,16.32,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.34,14.43,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.26,18.21,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,68.07,12.06,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.74,16.32,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.34,14.43,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.26,18.21,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,72.07,15.79,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,71.58,22.82,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.47,12.83,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.74,15.2,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.62,18.19,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.97,20.74,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,71.85,23.82,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,71.49,29.09,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.44,32.52,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.83,34.63,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,75.19,20.3,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,76.94,26.72,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,78.09,32.43,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,78.44,37.97,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,78.61,43.3,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,75.63,41.74,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,72.46,43.76,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.88,48.51,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,72.99,31.9,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,76.68,55.63,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,74.39,52.91,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,71.85,50.36,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,80.11,30.23,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,77.29,11.6,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,75.27,13.44,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,68.07,12.06,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,68.07,12.06,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.34,14.43,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.34,14.43,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.47,12.83,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.74,16.32,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.74,16.32,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.74,15.2,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,69.83,34.63,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.26,18.21,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.26,18.21,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.44,32.52,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.62,18.19,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.88,48.51,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,70.97,20.74,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
olsen2010cod,71.49,29.09,actinopterygii,gadidae,gadus morhua,,,neritic; benthopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
